date,steps,rest_HR,sleep_HR,active_HR
2019-07-02,4649.0,53.0,52.58169934640523,91.73649671882887
2019-07-03,18921.000000000004,51.0,52.78155339805825,90.04327176781003
2019-07-04,4450.0,48.0,49.48881431767338,96.95835884874464
2019-07-05,23833.0,48.0,51.91649269311065,89.61356395084206
2019-07-06,4015.0,48.0,48.94037940379404,79.56953179594689
2019-07-07,5414.999999999999,45.0,46.53125,96.4605764002175
2019-07-08,4387.0,46.0,47.89320388349515,89.54342305738953
2019-07-09,7576.000000000002,49.0,50.52442159383033,88.26072289156626
2019-07-10,17892.0,46.0,47.971181556195965,83.04053236539625
2019-07-11,26072.0,46.0,47.590225563909776,76.70731707317073
2019-07-12,21876.0,50.0,50.55777777777778,84.0051993067591
2019-07-13,33238.0,49.0,48.624454148471614,86.3137129822883
2019-07-14,19213.0,52.0,59.06785137318255,74.75877437325906
2019-07-15,22781.0,45.0,46.46534653465346,76.47373493975904
2019-07-16,34829.0,48.0,49.41052631578948,77.79093247997632
2019-07-17,16573.0,53.0,52.663716814159294,82.04040404040404
2019-07-18,33130.0,54.0,54.862464183381086,77.92938496583143
2019-07-19,27720.000000000007,50.0,50.53191489361702,81.31884742560227
2019-07-20,36335.0,47.0,47.57407407407408,74.33752808988764
2019-07-21,19116.0,48.0,50.0886524822695,72.7570649479425
2019-07-22,10195.0,44.0,49.41304347826087,78.84344854790282
2019-07-23,43253.0,52.0,51.48979591836735,87.54953178905865
2019-07-24,19176.0,50.0,51.74175824175824,79.89908697741471
2019-07-25,20164.0,48.0,48.60455764075067,101.43113032736257
2019-07-26,29267.0,47.0,49.8796992481203,95.68325401533231
2019-07-27,18349.0,45.0,47.19661733615222,70.00681265206812
2019-07-28,32222.0,46.0,49.05395683453237,81.13786679087099
2019-07-29,15412.0,48.0,50.50445632798574,69.66858127512924
2019-07-30,35121.00000000001,47.0,47.31142857142857,82.38764845605701
2019-07-31,10152.000000000002,48.0,49.73587223587224,82.74769081186193
2019-08-01,39584.00000000001,50.0,51.04450261780104,74.42866359475588
2019-08-02,22727.0,45.0,54.37862595419848,69.13366583541148
2019-08-03,6783.0,46.0,46.21240105540897,65.22147327876745
2019-08-04,11629.999999999996,52.0,53.57339449541284,67.53255931347805
2019-08-05,12611.0,49.0,50.50115473441109,70.48230322239831
2019-08-06,36244.0,50.0,52.175461741424805,82.31985461154021
2019-08-07,25349.0,47.0,47.13586956521739,83.05759405480724
2019-08-08,36580.0,51.0,51.987730061349694,75.9495760821062
2019-08-09,30915.0,51.0,50.24590163934426,85.42223610243597
2019-08-10,28641.0,48.0,49.857549857549856,73.98615751789976
2019-08-11,9624.000000000002,48.0,48.16203703703704,77.12879958784131
2019-08-12,8379.0,57.0,59.30769230769231,75.1697032795419
2019-08-13,14060.0,52.0,58.71935483870968,70.2561686855092
2019-08-14,24969.0,46.0,48.509389671361504,76.85741535526944
2019-08-15,32459.000000000007,45.0,46.90273037542662,75.41368653421634
2019-08-16,5438.0,48.0,49.27182044887781,65.84580934101088
2019-08-17,25096.0,48.0,47.805882352941175,66.76180795074642
2019-08-18,32170.0,48.0,49.75896168108776,70.75822454308096
2019-08-19,12495.0,49.0,49.49356223175965,80.14236706689537
2019-08-20,33475.0,50.0,49.7463976945245,79.4630049931911
2019-08-21,15458.0,48.0,48.17494089834516,75.19440493124704
2019-08-22,29372.0,48.0,49.13870967741936,73.06419973250111
2019-08-23,11041.0,43.0,51.605555555555554,61.76407023863125
2019-08-24,31377.999999999996,49.0,50.45192307692308,73.66833712984055
2019-08-25,3191.999999999999,47.0,47.50490196078432,63.99032414126753
2019-08-26,24284.0,47.0,46.69346733668342,75.8679706601467
2019-08-27,35492.00000000001,49.0,49.04426229508197,74.01844354475934
2019-08-28,11603.0,48.0,48.37362637362637,79.23831070889895
2019-08-29,29772.0,45.0,48.156976744186046,71.3516690173954
2019-08-30,33081.0,47.0,47.57462686567164,75.74589779653071
2019-08-31,12806.0,45.0,46.2390180878553,74.56528117359413
2019-09-01,31230.999999999996,48.0,48.95780051150895,71.43378310844578
2019-09-02,34303.00000000001,47.0,47.36507936507937,81.72852233676976
2019-09-03,39990.0,46.0,47.63307493540052,77.74577046181984
2019-09-04,25521.0,46.0,47.11827956989247,84.03422409751524
2019-09-05,38555.0,46.0,46.57826086956522,80.01630157921548
2019-09-06,38198.0,48.0,47.78005115089514,79.84910237748666
2019-09-07,13962.0,44.0,47.79178082191781,77.30958482829318
2019-09-08,39881.0,47.0,50.333333333333336,70.24321920853713
2019-09-09,22426.0,48.0,50.01842751842752,71.55420412480169
2019-09-10,37518.0,45.0,46.188995215311,83.18591808559594
2019-09-11,21975.0,45.0,49.08793969849246,80.6351824087956
2019-09-12,20824.0,46.0,47.1937984496124,79.77735670298436
2019-09-13,3019.999999999998,48.0,47.95892351274787,101.56105310939628
2019-09-14,35388.0,51.0,51.84939759036145,73.59766132524902
2019-09-15,2438.0,46.0,46.90459770114943,65.24808033077377
2019-09-16,39108.0,47.0,49.43169398907104,77.14172053704624
2019-09-17,37647.0,47.0,48.568345323741006,76.08137931034483
2019-09-18,17866.0,47.0,49.13533834586466,77.77726098191215
2019-09-19,39932.0,46.0,47.26056338028169,84.39934609995329
2019-09-20,25781.0,45.0,48.0,76.34860651865849
2019-09-21,14491.0,46.0,46.48600508905852,79.12817851582771
2019-09-22,39959.0,49.0,51.31777777777778,76.89436997319035
2019-09-23,36835.0,49.0,51.50454545454546,82.52227342549924
2019-09-24,37202.0,50.0,51.16059225512529,79.6301703163017
2019-09-25,18365.0,48.0,48.96596858638743,83.40689325035902
2019-09-26,37493.99999999999,49.0,49.41116751269036,82.16125907990315
2019-09-27,25333.0,48.0,50.05369928400955,76.54754393871113
2019-09-28,4009.0,46.0,48.31065088757396,81.89860320744955
2019-09-29,35367.0,50.0,50.75480769230769,77.88011555127588
2019-09-30,34423.0,48.0,48.76536312849162,79.12234829797731
2019-10-01,39952.0,47.0,47.31818181818182,78.4284456186702
2019-10-02,20044.0,51.0,50.773371104815865,82.13039355144619
2019-10-03,31663.0,48.0,49.79682997118156,80.52029520295203
2019-10-04,26491.000000000004,47.0,48.56264501160093,74.69416785206259
2019-10-05,27628.0,47.0,46.68,78.28064363464269
2019-10-06,14458.0,48.0,49.32446808510638,76.31192256929168
2019-10-07,40181.0,49.0,49.25974025974026,73.55354659248957
2019-10-08,6975.999999999998,48.0,49.50408719346049,59.54446854663775
2019-10-09,31744.000000000004,45.0,45.72953736654805,81.31161324224908
2019-10-10,31774.0,47.0,47.786127167630056,79.91352859135286
2019-10-11,31939.0,48.0,48.44660194174757,73.54608868958644
2019-10-12,3987.0,46.0,47.26235294117648,89.94882434301522
2019-10-13,34777.0,52.0,53.09189189189189,70.20497803806735
2019-10-14,35617.0,47.0,48.34864864864865,77.30364559298569
2019-10-15,36443.0,47.0,47.660493827160494,79.12839637719766
2019-10-16,15382.0,49.0,50.370466321243526,76.34728234728234
2019-10-17,30992.0,47.0,47.23829201101928,77.36635605689064
2019-10-18,37391.0,48.0,49.23015873015873,74.74272055627988
2019-10-19,11067.0,49.0,49.7,65.01503416856491
2019-10-20,29566.0,48.0,48.74320987654321,70.99180722891566
2019-10-21,10359.0,50.0,53.348314606741575,76.60291643297813
2019-10-22,31086.0,50.0,51.343434343434346,80.51399724644332
2019-10-23,28803.999999999996,48.0,48.70320855614973,81.18981259010091
2019-10-24,36276.0,48.0,49.191428571428574,77.13450795015041
2019-10-25,28753.000000000007,47.0,47.68275862068965,80.13427856547122
2019-10-26,29088.0,49.0,48.76315789473684,71.62911451089477
2019-10-27,37502.99999999999,49.0,49.48780487804878,74.13595452392231
2019-10-28,38574.0,50.0,51.97643979057592,74.51451337507115
2019-10-29,30797.0,48.0,48.18808777429467,74.91044083526683
2019-10-30,25322.0,51.0,52.0682382133995,80.85278188084688
2019-10-31,21250.000000000004,50.0,50.69648093841642,69.69338135974786
2019-11-01,22304.0,48.0,48.435064935064936,73.07706679121905
2019-11-02,8896.000000000002,47.0,48.22389791183295,64.30330015715035
2019-11-03,49732.0,48.0,50.74216524216524,83.31699190861495
2019-11-04,21944.0,43.0,50.95161290322581,77.13392440503966
2019-11-05,30982.0,48.0,49.45762711864407,76.36428233064898
2019-11-06,30113.000000000007,48.0,50.795698924731184,84.56118143459915
2019-11-07,43584.0,49.0,48.98153846153846,80.83578104138851
2019-11-08,29421.0,46.0,52.41131498470948,80.40864714086472
2019-11-09,15062.000000000004,48.0,48.689223057644114,79.15078164397377
2019-11-10,32505.0,52.0,53.92899408284024,81.39495798319328
2019-11-11,37678.0,47.0,51.730366492146594,82.15764705882353
2019-11-12,33510.0,49.0,48.78470254957507,82.31072921504878
2019-11-13,23033.0,48.0,49.68,82.59097596861207
2019-11-14,21924.0,49.0,49.42090395480226,74.85454545454546
2019-11-15,28747.999999999996,47.0,48.54330708661417,80.63339346522241
2019-11-16,24070.0,53.0,53.74958540630183,82.77071960297766
2019-11-17,35110.0,50.0,51.342666666666666,80.8484710178001
2019-11-18,31317.0,50.0,53.24117647058824,78.3611676849966
2019-11-19,36910.0,50.0,50.9494382022472,79.56560037088549
2019-11-20,29772.0,50.0,52.27053824362606,80.61490082244799
2019-11-21,30909.00000000001,39.0,47.31065088757396,75.54685314685315
2019-11-22,35048.0,51.0,51.289544235924936,79.58386620757501
2019-11-23,21712.0,48.0,51.14018691588785,70.7509234828496
2019-11-24,34120.0,44.0,47.45876288659794,82.11783585511233
2019-11-25,36418.0,41.0,49.913978494623656,79.09768637532133
2019-11-26,17948.0,49.0,52.67494089834516,68.56054230949042
2019-11-27,33384.0,49.0,48.74803149606299,83.09009009009009
2019-11-28,26462.0,50.0,51.31578947368421,81.53566433566434
2019-11-29,28191.0,43.0,48.47765363128492,81.2088221492257
2019-11-30,39870.0,48.0,47.24929577464789,79.44812469556746
2019-12-01,15510.000000000002,48.0,49.84198645598194,65.50732693279434
2019-12-02,30574.0,47.0,46.26454293628809,81.26084927671488
2019-12-03,31663.0,49.0,49.42857142857143,83.55773619351893
2019-12-04,32253.0,49.0,49.285145888594165,76.45126010461246
2019-12-05,26340.000000000004,50.0,49.53303303303304,77.59024847632442
2019-12-06,26451.0,47.0,49.1764705882353,79.9205896338564
2019-12-07,20499.0,49.0,48.35517241379311,79.72327044025157
2019-12-08,34146.0,49.0,49.4419795221843,79.42596810933941
2019-12-09,23111.0,48.0,52.18456375838926,75.09518282066163
2019-12-10,22685.0,46.0,48.17955801104972,73.55002305209774
2019-12-11,19820.000000000004,48.0,49.22813238770686,72.6636670416198
2019-12-12,26991.520466986367,48.69508320088968,48.281176981062885,73.15256106659137
2019-12-13,17819.0,49.0,49.81087470449173,75.95902025435706
2019-12-14,11648.0,47.0,48.74229691876751,69.20994979461433
2019-12-15,49727.0,51.0,51.06642066420664,86.4936945352639
2019-12-16,10478.0,51.0,53.8498789346247,73.81530467642891
2019-12-17,9701.0,47.0,51.70555555555556,70.66814377154111
2019-12-18,11892.999999999996,45.0,49.40731707317073,73.11360163015792
2019-12-19,15858.0,48.0,47.31150159744409,73.27348186981214
2019-12-20,16254.999999999998,49.0,49.0,79.63365599404318
2019-12-21,33475.00000000001,48.0,49.11797752808989,77.27759355755566
2019-12-22,7597.000000000002,51.0,52.502680965147455,80.14313068453805
2019-12-23,21098.0,51.0,51.58354755784062,77.49976019184652
2019-12-24,26754.0,51.0,53.73856209150327,76.4884127678181
2019-12-25,9229.0,46.0,51.11764705882353,75.14101904271745
2019-12-26,21115.999999999996,47.0,48.40556900726392,81.04578665367754
2019-12-27,20618.0,49.0,49.60096153846154,76.49363219561896
2019-12-28,8467.0,50.0,50.48,77.41068981269986
2019-12-29,13636.0,52.0,53.34931506849315,69.00196174595389
2019-12-30,23300.0,51.0,53.56666666666667,74.0779404818139
2019-12-31,21354.0,50.0,49.35326086956522,78.38410491143603
2020-01-01,910.0500203396605,49.20089387297736,49.26026239162056,72.91827878945462
2020-01-02,18573.49315876382,48.94195779225847,48.291302896760406,72.65084842265443
2020-01-03,19844.999999999996,49.0,49.84916201117319,72.94040632054175
2020-01-04,33803.99999999999,50.0,50.56508875739645,84.67023172905526
2020-01-05,4264.0,53.0,54.31975308641975,74.28176549264379
2020-01-06,24750.0,53.0,55.25301204819277,70.35349273323956
2020-01-07,28543.0,50.0,49.99704142011834,76.48173207036535
2020-01-08,12752.999999999996,49.0,52.53424657534247,72.85622211204759
2020-01-09,21923.0,51.0,50.47406340057637,76.05879650895729
2020-01-10,28207.000000000004,51.0,51.0187165775401,78.21525203533506
2020-01-11,27961.0,52.0,54.07350427350428,80.70796460176992
2020-01-12,4476.0,49.0,52.85820895522388,93.84130743723354
2020-01-13,27283.0,53.0,55.50571428571429,81.51767048282727
2020-01-14,22327.0,47.0,52.60747663551402,77.71396294622684
2020-01-15,22186.0,50.0,49.987146529562985,75.01740723774623
2020-01-16,6356.999999999999,49.0,48.929577464788736,62.90471653168175
2020-01-17,17205.0,48.0,49.90340909090909,88.21861973135711
2020-01-18,13283.999999999998,51.0,56.54145077720207,65.89918776875298
2020-01-19,25385.0,47.0,47.73407202216067,71.13693153423289
2020-01-20,15968.0,48.0,48.38004750593824,72.1189860320745
2020-01-21,8724.999999999998,52.0,52.57560975609756,74.05653490232444
2020-01-22,11778.0,50.0,50.42773722627737,70.81162428645563
2020-01-23,24560.0,48.0,52.12921348314607,75.91837665298678
2020-01-24,24774.0,52.0,53.0130890052356,82.82352941176471
2020-01-25,17458.041595407187,49.53687850587145,51.46208738802104,80.10648711351446
2020-01-26,11261.999999999998,47.0,47.6,70.18212397885632
2020-01-27,30879.0,48.0,49.12612612612613,74.12670479542454
2020-01-28,9998.0,53.0,54.14334470989761,91.6210625293841
2020-01-29,9224.0,49.0,50.42,76.40308267164876
2020-01-30,19329.999999999996,52.0,51.38317757009346,68.87856743144935
2020-01-31,5220.0,51.0,51.83419023136247,90.87721441661576
2020-02-01,30360.0,53.0,53.50284900284901,87.85364555614689
2020-02-02,11522.0,52.0,55.054421768707485,83.08211474167393
2020-02-03,19996.0,55.0,60.35413416536662,75.96636412172984
2020-02-04,31573.999999999996,51.0,52.21848739495798,77.00776799585707
2020-02-05,7340.000000000001,51.0,52.33282674772037,79.17396520695861
2020-02-06,27898.0,51.0,53.29765395894428,89.97468689848294
2020-02-07,3301.999999999999,55.0,56.5206106870229,103.46676813800102
2020-02-08,28409.999999999996,53.0,55.50804597701149,81.9258785942492
2020-02-09,45912.0,52.0,54.654450261780106,75.60157964019307
2020-02-10,7037.000000000004,49.0,52.04450261780104,77.77954684629516
2020-02-11,34392.0,52.0,51.53284671532847,79.89450222882616
2020-02-12,9512.0,51.0,52.8345498783455,75.58923512747876
2020-02-13,23251.0,53.0,53.86336336336336,77.15527950310559
2020-02-14,17171.0,49.0,52.33982683982684,91.27232363098176
2020-02-15,12061.0,54.0,55.42447129909365,93.4912609238452
2020-02-16,14876.092952195815,52.24524284617283,53.6652957951208,90.11941716865131
2020-02-17,20043.0,49.0,48.96233766233766,75.95415472779369
2020-02-18,27199.0,53.0,53.42857142857143,74.63809575972853
2020-02-19,15666.000000000002,50.0,50.91006423982869,74.5631652012957
2020-02-20,29952.0,55.0,55.81372549019608,76.51355311355312
2020-02-21,15929.000000000002,49.0,51.864532019704434,84.806980433633
2020-02-22,35757.0,51.0,54.020671834625325,75.55148853099072
2020-02-23,37978.0,52.0,51.51675977653631,82.94976867151355
2020-02-24,18029.0,50.0,51.94014962593516,70.58918356734269
2020-02-25,40738.0,49.0,50.24534161490684,82.90059825126554
2020-02-26,24441.0,52.0,52.13817663817664,79.84389027431422
2020-02-27,24308.0,50.0,52.43142857142857,77.25944584382871
2020-02-28,25960.0,49.0,49.671469740634,83.08612226684515
2020-02-29,11802.0,49.0,49.85714285714285,77.62083528859691
2020-03-01,16813.0,48.0,50.6231884057971,70.69186305024455
2020-03-02,24159.0,49.0,49.472477064220186,76.15414152495886
2020-03-03,21531.0,51.0,51.53314121037464,78.11494252873563
2020-03-04,11317.0,51.0,51.85398230088496,80.3066396350735
2020-03-05,25831.0,54.0,55.9400544959128,82.36480686695279
2020-03-06,20718.0,52.0,54.53030303030303,76.38383324860193
2020-03-07,32821.0,45.0,51.18396226415094,84.67762803234501
2020-03-08,4105.0,50.0,50.80952380952381,94.36539466806065
2020-03-09,14592.0,53.0,55.35844748858448,75.38257016248154
2020-03-10,23033.0,54.0,56.99367088607595,79.38896680691911
2020-03-11,17260.0,49.0,53.92875318066158,74.05733130390665
2020-03-12,27894.999999999996,49.0,48.69911504424779,79.7567816091954
2020-03-13,30593.0,51.0,51.46630727762803,72.55307994757536
2020-03-14,26896.0,49.0,49.88073394495413,81.83539731682147
2020-03-15,20706.06521230803,51.79860104858772,50.158067009590006,79.47971509988817
2020-03-16,21073.0,53.0,52.47791798107256,75.68711656441718
2020-03-17,21523.000000000004,48.0,49.4685534591195,75.41798463624039
2020-03-18,20275.0,50.0,50.295392953929536,83.97274184927846
2020-03-19,20914.0,49.0,50.06214689265537,80.36363636363636
2020-03-20,20095.0,49.0,48.86703601108033,75.51463304817649
2020-03-21,49314.0,54.0,54.97703180212015,82.8729609490855
2020-03-22,6420.0,49.0,54.89545454545455,83.88851834206766
2020-03-23,10428.999999999998,54.0,56.160714285714285,68.47983665135273
2020-03-24,23494.000000000004,52.0,52.81267605633803,73.07278020378457
2020-03-25,15093.0,51.0,50.92700729927007,76.3011063011063
2020-03-26,28378.0,49.0,50.72159090909091,79.24917569477155
2020-03-27,22794.0,48.0,49.74064837905237,77.77154111275235
2020-03-28,26854.0,51.0,52.153164556962025,79.52315943442224
2020-03-29,25731.0,53.0,52.79120879120879,68.96567505720824
2020-03-30,10583.0,47.0,47.4188679245283,73.73622623110678
2020-03-31,19054.0,48.0,48.6786703601108,75.59901212393355
2020-04-01,9153.0,48.0,48.76203966005666,67.93891716797779
2020-04-02,17499.000000000004,50.0,50.05194805194805,83.95323173935891
2020-04-03,3798.000000000001,51.0,52.14225352112676,82.44973288003885
2020-04-04,10733.000000000002,47.0,53.88108108108108,81.08136735676456
2020-04-05,3630.0,48.0,49.073047858942076,82.76068796068796
2020-04-06,21710.0,50.0,53.165,74.86114837118367
2020-04-07,17739.0,47.0,47.2456608811749,68.06801974766867
2020-04-08,7600.0,47.0,50.59803921568628,69.05610907184058
2020-04-09,21339.0,47.0,48.61081081081081,72.10803449841126
2020-04-10,6507.0,48.0,48.206896551724135,84.05894206549118
2020-04-11,22123.0,48.0,50.56310679611651,94.06486486486486
2020-04-12,10542.0,50.0,51.38268156424581,66.70411622276029
2020-04-13,21556.000000000004,46.0,46.445,75.90660146699267
2020-04-14,18517.999999999996,46.0,45.747252747252745,79.01861575178998
2020-04-15,9168.000000000002,48.0,51.0822454308094,74.79033030157971
2020-04-16,27580.0,53.0,54.679775280898866,75.88028503562946
2020-04-17,17166.0,51.0,53.18941504178273,78.52882433045846
2020-04-18,3952.999999999998,48.0,47.56578947368421,106.55504375863656
2020-04-19,14582.000000000002,54.0,56.11979166666666,75.42000966650556
2020-04-20,26064.0,49.0,50.23737373737374,76.76076803321224
2020-04-21,23452.0,48.0,48.37240356083086,71.87735435830048
2020-04-22,15288.000000000002,49.0,48.86186186186186,73.52056119980648
2020-04-23,15340.999999999998,46.0,48.26080691642651,80.83182035355948
2020-04-24,18748.0,49.0,50.49763033175356,76.72320975114272
2020-04-25,11166.0,47.0,48.588305489260144,90.41905208822148
2020-04-26,29205.0,50.0,49.70940170940171,73.6634952428643
2020-04-27,13100.0,47.0,48.79047619047619,75.92697961119013
2020-04-28,16838.000000000004,48.0,48.31462140992167,76.6165025785279
2020-04-29,19908.0,49.0,49.21204188481676,75.40416469474681
2020-04-30,27418.698515376425,49.03938757653526,49.68138510851518,82.64370442363767
